Title,Authors,Year,DOI,Abstract,Keywords,Publisher,Source,Cited,classification,keywords,rationale,Feeling AI,Mechanical AI,Thinking AI,Out of Scope,Not Identified,Year_Group,Topic,resumo
Machine learning and AI in marketing – Connecting computing power to human insights,Ma L.; Sun B.,2020,10.1016/j.ijresmar.2020.04.005,"Artificial intelligence (AI) agents driven by machine learning algorithms are rapidly transforming the business world, generating heightened interest from researchers. In this paper, we review and call for marketing research to leverage machine learning methods. We provide an overview of common machine learning tasks and methods, and compare them with statistical and econometric methods that marketing researchers traditionally use. We argue that machine learning methods can process large-scale and unstructured data, and have flexible model structures that yield strong predictive performance. Meanwhile, such methods may lack model transparency and interpretability. We discuss salient AI-driven industry trends and practices, and review the still nascent academic marketing literature which uses machine learning methods. More importantly, we present a unified conceptual framework and a multi-faceted research agenda. From five key aspects of empirical marketing research: method, data, usage, issue, and theory, we propose a number of research priorities, including extending machine learning methods and using them as core components in marketing research, using the methods to extract insights from large-scale unstructured, tracking, and network data, using them in transparent fashions for descriptive, causal, and prescriptive analyses, using them to map out customer purchase journeys and develop decision-support capabilities, and connecting the methods to human insights and marketing theories. Opportunities abound for machine learning methods in marketing, and we hope our multi-faceted research agenda will inspire more work in this exciting area. © 2020 Elsevier B.V.",Artificial intelligence (AI); Big data; Digital marketing; Interpretation; Machine learning; Marketing theory; Network; Prediction; Tracking data; Unstructured data,Elsevier B.V.,scopus-ai,330,Thinking AI,"['machine learning', 'market research', 'predictive performance', 'data analysis', 'customer purchase journeys']","The abstract emphasizes the application of machine learning methods in marketing research, particularly focusing on analyzing large-scale and unstructured data to extract insights and improve predictive performance. It discusses opportunities for using these methods in empirical marketing research, which aligns closely with the definitions under 'Thinking AI' that focus on market analysis and strategic targeting.",0%,25%,75%,0%,0%,"[2019.0, 2021.0)",Digital marketing,"Agentes de inteligência artificial (IA) impulsionados por algoritmos de aprendizado de máquina estão transformando rapidamente o mundo dos negócios, gerando um interesse crescente entre os pesquisadores. Este artigo revisa e propõe que a pesquisa em marketing aproveite os métodos de aprendizado de máquina. Apresentamos uma visão geral das tarefas e métodos comuns de aprendizado de máquina, comparando-os com métodos estatísticos e econométricos tradicionalmente utilizados por pesquisadores de marketing. Argumentamos que os métodos de aprendizado de máquina podem processar dados em larga escala e não estruturados, possuindo estruturas de modelo flexíveis que oferecem forte desempenho preditivo. No entanto, esses métodos podem carecer de transparência e interpretabilidade. Discutimos tendências e práticas relevantes impulsionadas por IA na indústria e revisamos a literatura acadêmica de marketing, ainda em desenvolvimento, que utiliza métodos de aprendizado de máquina. Mais importante, apresentamos uma estrutura conceitual unificada e uma agenda de pesquisa multifacetada. A partir de cinco aspectos-chave da pesquisa empírica em marketing: método, dados, uso, questões e teoria, propomos várias prioridades de pesquisa, incluindo a extensão dos métodos de aprendizado de máquina e seu uso como componentes centrais na pesquisa em marketing, a extração de insights a partir de dados não estruturados, de rastreamento e de rede em larga escala, a utilização dos métodos de forma transparente para análises descritivas, causais e prescritivas, o mapeamento das jornadas de compra dos clientes e o desenvolvimento de capacidades de suporte à decisão, além de conectar os métodos a insights humanos e teorias de marketing. Há muitas oportunidades para métodos de aprendizado de máquina no marketing, e esperamos que nossa agenda de pesquisa multifacetada inspire mais trabalhos nesta área empolgante."
Machine learning and AI in marketing - Connecting computing power to human insights,"Ma, LY; Sun, BH",2020,10.1016/j.ijresmar.2020.04.005,"Artificial intelligence (AI) agents driven by machine learning algorithms are rapidly transforming the business world, generating heightened interest from researchers. In this paper, we review and call for marketing research to leverage machine learning methods. We provide an overview of common machine learning tasks and methods, and compare them with statistical and econometric methods that marketing researchers traditionally use. We argue that machine learning methods can process large-scale and unstructured data, and have flexible model structures that yield strong predictive performance. Meanwhile, such methods may lack model transparency and interpretability. We discuss salient AI-driven industry trends and practices, and review the still nascent academic marketing literature which uses machine learning methods. More importantly, we present a unified conceptual framework and a multi-faceted research agenda. From five key aspects of empirical marketing research: method, data, usage, issue, and theory, we propose a number of research priorities, including extending machine learning methods and using them as core components in marketing research, using the methods to extract insights from large-scale unstructured, tracking, and network data, using them in transparent fashions for descriptive, causal, and prescriptive analyses, using them to map out customer purchase journeys and develop decision-support capabilities, and connecting the methods to human insights and marketing theories. Opportunities abound for machine learning methods in marketing, and we hope our multi-faceted research agenda will inspire more work in this exciting area. (c) 2020 Elsevier B.V. All rights reserved.",Artificial intelligence (AI); Machine learning; Digital marketing; Big data; Unstructured data; Tracking data; Network; Prediction; Interpretation; Marketing theory,ELSEVIER,wos-ai,226,Thinking AI,"['machine learning', 'marketing research', 'data analysis', 'customer purchase journeys', 'predictive performance']","The abstract discusses the application of machine learning methods in marketing research, focusing on processing large-scale and unstructured data, and enhancing predictive performance. This aligns closely with the 'Thinking AI' category, which emphasizes market analysis, targeting, and the use of analytics for competitive advantages. The call for leveraging machine learning for various empirical marketing research aspects indicates a strategic analysis approach rather than just data collection or emotional understanding.",10%,20%,60%,5%,5%,"[2019.0, 2021.0)",Digital marketing,"Agentes de inteligência artificial (IA) impulsionados por algoritmos de aprendizado de máquina estão transformando rapidamente o mundo dos negócios, gerando um interesse crescente entre os pesquisadores. Neste artigo, revisamos e convocamos a pesquisa em marketing a aproveitar os métodos de aprendizado de máquina. Fornecemos uma visão geral das tarefas e métodos comuns de aprendizado de máquina, comparando-os com os métodos estatísticos e econométricos tradicionalmente utilizados por pesquisadores de marketing. Argumentamos que os métodos de aprendizado de máquina podem processar dados em larga escala e não estruturados, possuindo estruturas de modelo flexíveis que oferecem forte desempenho preditivo, embora possam carecer de transparência e interpretabilidade. Discutimos tendências e práticas da indústria impulsionadas por IA e revisamos a literatura acadêmica de marketing, ainda incipiente, que utiliza métodos de aprendizado de máquina. Apresentamos um framework conceitual unificado e uma agenda de pesquisa multifacetada. A partir de cinco aspectos-chave da pesquisa empírica em marketing: método, dados, uso, questão e teoria, propomos várias prioridades de pesquisa, incluindo a extensão dos métodos de aprendizado de máquina e seu uso como componentes centrais na pesquisa em marketing, a extração de insights a partir de dados não estruturados em larga escala, o uso transparente para análises descritivas, causais e prescritivas, o mapeamento das jornadas de compra dos clientes e o desenvolvimento de capacidades de suporte à decisão, além de conectar os métodos a insights humanos e teorias de marketing. Existem muitas oportunidades para métodos de aprendizado de máquina no marketing, e esperamos que nossa agenda de pesquisa multifacetada inspire mais trabalhos nesta área empolgante."
Evaluation and decision making in social media marketing,Keegan B.J.; Rowley J.,2017,10.1108/MD-10-2015-0450,"Purpose: As organisations are increasing their investment in social media marketing (SMM), evaluation of such techniques is becoming increasingly important. The purpose of this paper is to contribute to knowledge regarding SMM strategy by developing a stage model of SMM evaluation and uncovering the challenges in this process. Design/methodology/approach: Interviews were conducted with 18 key informants working for specialist SMM agencies. Such informants are a particularly rich source, since they manage social media campaigns for a wide range of clients. An exploratory research was conducted and thematic analysis surfaced the key components of the SMM evaluation process and associated challenges. Findings: The SMM evaluation framework is developed. This framework has the following six stages: setting evaluation objectives, identifying key performance indicators (KPIs), identifying metrics, data collection and analysis, report generation and management decision making. Challenges associated with each stage of the framework are identified, and discussed with a view to better understanding decision making associated with social media strategies. Two key challenges are the agency-client relationship and the available social analytics tools. Originality/value: Despite an increasing body of research on social media objectives, KPIs and metrics, no previous study has explored how these components are embedded in a marketing campaign planning process. The paper also offers insights in the factors that make SMM evaluation complex and challenging. Recommendations for further research and practice are offered. © 2017, © Emerald Publishing Limited.",Agency-client relationship; Digital marketing; Social media analytics; Social media marketing; Social media marketing evaluation,Emerald Group Publishing Ltd.,scopus-recommendation,105,Thinking AI,"['social media marketing', 'evaluation', 'key performance indicators', 'metrics', 'data collection', 'analysis', 'decision making', 'challenges']","The abstract focuses on the evaluation of social media marketing strategies, emphasizing the analysis of key performance indicators and metrics, which aligns closely with market analysis and targeting aspects of Thinking AI. The development of an evaluation framework and the identification of challenges suggest a strategic approach to marketing analytics, further supporting the classification under Thinking AI.",0%,0%,100%,0%,0%,"[2017.0, 2019.0)",Digital marketing,"O aumento do investimento das organizações em marketing de mídia social (SMM) torna a avaliação dessas técnicas cada vez mais importante. Este artigo contribui para o conhecimento sobre a estratégia de SMM ao desenvolver um modelo de estágio para a avaliação de SMM e identificar os desafios nesse processo. Foram realizadas entrevistas com 18 informantes-chave de agências especializadas em SMM, que gerenciam campanhas de mídia social para diversos clientes. A pesquisa exploratória e a análise temática revelaram os componentes principais do processo de avaliação de SMM e os desafios associados. Um framework de avaliação de SMM foi desenvolvido, composto por seis etapas: definição de objetivos de avaliação, identificação de indicadores-chave de desempenho (KPIs), identificação de métricas, coleta e análise de dados, geração de relatórios e tomada de decisões gerenciais. Os desafios relacionados a cada etapa do framework foram identificados, destacando a relação agência-cliente e as ferramentas de análise social disponíveis. Apesar do crescente volume de pesquisas sobre objetivos, KPIs e métricas de mídia social, nenhum estudo anterior explorou como esses componentes estão integrados no processo de planejamento de campanhas de marketing. O artigo também oferece insights sobre os fatores que tornam a avaliação de SMM complexa e desafiadora, além de recomendações para futuras pesquisas e práticas."
Consumer decisions with artificially intelligent voice assistants,Dellaert B.G.C.; Shu S.B.; Arentze T.A.; Baker T.; Diehl K.; Donkers B.; Fast N.J.; Häubl G.; Johnson H.; Karmarkar U.R.; Oppewal H.; Schmitt B.H.; Schroeder J.; Spiller S.A.; Steffel M.,2020,10.1007/s11002-020-09537-5,"Consumers are widely adopting Artificially Intelligent Voice Assistants (AIVAs). AIVAs now handle many different everyday tasks and are also increasingly assisting consumers with purchasing decisions, making AIVAs a rich topic for marketing researchers. We develop a series of propositions regarding how consumer decision-making processes may change when moved from traditional online purchase environments to AI-powered voice-based dialogs, in the hopes of encouraging further academic thinking and research in this rapidly developing, high impact area of consumer-firm interaction. We also provide suggestions for marketing managers and policymakers on points to pay attention to when they respond to the proposed effects of AIVAs on consumer decisions. © 2020, The Author(s).",Artificial intelligence; Consumer decision-making; Consumer dialogs; Consumer models; Digital marketing; Voice assistants,Springer,scopus-ai,67,Thinking AI,"['Artificially Intelligent Voice Assistants', 'consumer decision-making processes', 'purchasing decisions', 'marketing researchers']","The abstract discusses how AIVAs assist consumers in making purchasing decisions and how the decision-making process may change in voice-based environments. This aligns with the market analysis and targeting aspects of Thinking AI, as it involves understanding consumer behavior and adapting marketing strategies accordingly. The focus on encouraging further research also suggests a strategic analysis of market dynamics.",10%,15%,75%,0%,0%,"[2019.0, 2021.0)",Digital marketing,"Os Assistentes de Voz com Inteligência Artificial (AIVAs) estão sendo amplamente adotados pelos consumidores e agora desempenham diversas tarefas do dia a dia, além de ajudar nas decisões de compra. Este tema é relevante para pesquisadores de marketing, e o estudo propõe uma série de considerações sobre como os processos de decisão dos consumidores podem mudar ao serem transferidos de ambientes de compra online tradicionais para diálogos baseados em voz com AIVAs. O objetivo é estimular mais pesquisas acadêmicas nessa área em rápida evolução e de alto impacto na interação entre consumidores e empresas. Além disso, são oferecidas sugestões para gerentes de marketing e formuladores de políticas sobre aspectos a serem considerados em resposta aos efeitos dos AIVAs nas decisões dos consumidores."
Why strategy is key for successful social media sales,Lindsey-Mullikin J.; Borin N.,2017,10.1016/j.bushor.2017.03.005,"Many successful companies spend substantial time and effort engaging with potential consumers on social media sites. They determine how consumers spend their time online and develop interesting content to increase awareness and enjoyment of the brand—often only to lose those potential customers because the purchase process becomes too difficult once consumers have decided to buy the product. New technology recently introduced by third-party vendors allows companies to offer a sales option directly on social media websites such as Facebook and Instagram. In this article, we present the effects on the consumer decision process created by the ‘Buy Now’ option across the consideration, evaluation, purchase, and post-purchase stages. We compare and contrast three distinct decision models: (1) traditional media only, (2) traditional media and social media with only a communication capability, and (3) traditional media and social media with the added function of immediate purchase. We argue that though the possibility of buying on social media will decrease the number of brands considered and evaluated, the number of purchases and amount of brand advocacy will increase significantly due to the ease of purchase. We conclude with some recommendations on future research. © 2017 Kelley School of Business, Indiana University",Brand social media; Consumer decision-making process; Digital marketing; Retail social media; Social media sales,Elsevier Ltd,scopus-recommendation,55,Thinking AI,"['consumer decision process', 'purchase', 'social media', 'Buy Now', 'brand advocacy', 'evaluation', 'consideration']","The abstract discusses the impact of a 'Buy Now' option on consumer behavior and the decision-making process, indicating a focus on market analysis and the effectiveness of different marketing strategies. The analysis of the effects on the consumer decision process and the comparison of decision models suggest a strategic approach to understanding consumer behavior and targeting, which aligns with the definitions of Thinking AI.",0%,0%,100%,0%,0%,"[2017.0, 2019.0)",Digital marketing,"Muitas empresas de sucesso dedicam tempo e esforço consideráveis para se envolver com consumidores em redes sociais. Elas analisam como os consumidores utilizam seu tempo online e desenvolvem conteúdo interessante para aumentar a conscientização e o prazer com a marca, muitas vezes perdendo esses potenciais clientes devido à dificuldade do processo de compra. Novas tecnologias introduzidas por fornecedores de terceiros permitem que as empresas ofereçam opções de venda diretamente em sites de redes sociais como Facebook e Instagram. Este artigo apresenta os efeitos da opção 'Comprar Agora' no processo de decisão do consumidor nas etapas de consideração, avaliação, compra e pós-compra. Comparamos três modelos de decisão distintos: (1) apenas mídia tradicional, (2) mídia tradicional e mídia social com apenas capacidade de comunicação, e (3) mídia tradicional e mídia social com a função adicional de compra imediata. Argumentamos que, embora a possibilidade de comprar em redes sociais diminua o número de marcas consideradas e avaliadas, o número de compras e a quantidade de defesa da marca aumentarão significativamente devido à facilidade de compra. Concluímos com algumas recomendações para pesquisas futuras."
Data-driven marketing for growth and profitability,Grandhi B.; Patwa N.; Saleem K.,2021,10.1108/EMJB-09-2018-0054,"Purpose: In the current business environment, more uncertain than ever before, understanding consumer behavior is an integral part of an organization's strategic planning and execution process. It is the key driver for becoming a market leader. Therefore, it is important that all processes in business are customer centric. Marketers need to harness big data by engaging in data driven-marketing (DDM) to help organizations choose the “right” customers, to “keep” and “grow” them and to sustain “growth” and “profitability”. This research examines DDM adoption practices and how companies can aim to enhance shareholder value by bringing about “customer centricity”. Design/methodology/approach: An online survey conducted in 2016 received 180 responses from junior, middle and senior executives. Of the total responses, 26% were from senior management, 39% from middle management and the remaining 35% from junior management. Industries represented in the survey included retail, BFSI, healthcare and government, automobile, telecommunication, transport and logistics and IT. Other industries represented were aviation, marketing research and consulting, hospitality, advertising and media and human resource. Findings: Success of DDM depends upon how well an organization embraces the practice. The first and foremost indicator of an organization's commitment is the extent of resources invested for DDM. Respondents were divided into four categories; Laggards, Dabblers, Contenders and Leaders based on their “current level of investments” and “willingness to enhance investments” soon. Research limitations/implications: With storming digital age and the development of analytics, the process of decision-making has gained significant importance. Judgment and intuition too are critical to the process. Choosing an appropriate action cannot be done strictly on a rational basis. Practical implications: The results of the study offer interesting implications for managing the growing sea of data. An iterative and incremental approach is the need of the hour, even if it has to start with baby steps, to invest in and reap the fruits of DDM. The intention to use any system is always dependent on two primary belief factors: perceived usefulness and perceived ease of use; however, attitudes and social factors are equally important. Originality/value: There is a dearth of knowledge with regards to who is and is not adopting DDM, and how best big data can be harnessed for enhancing effectiveness and efficiency of marketing budget. It is, therefore, imperative to build a knowledge base on DDM practices, challenges and opportunities. Better use of data can help companies enhance shareholder value by bringing about “customer centricity”. © 2020, Emerald Publishing Limited.",Customer centric; Data-driven marketing; Digital data; Digital marketing and marketing investment; Marketing analytics; Marketing dashboard; Marketing metrics; ROMI (return on marketing investment) and diffusion of innovation; Value proposition,Emerald Group Holdings Ltd.,scopus-big data,50,Thinking AI,"['consumer behavior', 'data driven-marketing', 'customer centricity', 'big data', 'market leader', 'shareholder value', 'strategic planning', 'investment', 'analytics']","The abstract discusses the importance of understanding consumer behavior and the strategic implementation of data-driven marketing (DDM) to enhance shareholder value and customer centricity. It emphasizes market analysis, decision-making processes, and the investment in resources for DDM, which aligns well with the focus of Thinking AI on market analysis, targeting, and the use of analytics for competitive advantages.",10%,20%,70%,0%,0%,"[2021.0, 2023.0)",Digital marketing,"O objetivo deste estudo é entender o comportamento do consumidor em um ambiente de negócios cada vez mais incerto, destacando a importância do marketing orientado a dados (DDM) para que as organizações se tornem líderes de mercado. A pesquisa, realizada por meio de uma pesquisa online em 2016 com 180 executivos de diferentes níveis, revela que o sucesso do DDM depende do comprometimento da organização e dos recursos investidos. Os respondentes foram classificados em quatro categorias: Laggards, Dabblers, Contenders e Leaders, com base em seus níveis de investimento e disposição para aumentar esses investimentos. As implicações práticas sugerem que uma abordagem iterativa e incremental é necessária para gerenciar o crescente volume de dados, enfatizando a importância da utilidade percebida e da facilidade de uso dos sistemas. Há uma necessidade urgente de construir uma base de conhecimento sobre as práticas, desafios e oportunidades do DDM, pois um melhor uso dos dados pode aumentar o valor para os acionistas ao promover a ""centralidade no cliente""."
The transition from traditional to digital marketing: a study of the evolution of e-marketing in the Indian hotel industry,Kapoor R.; Kapoor K.,2021,10.1108/WHATT-10-2020-0124,"Purpose: The study aims at analyzing the adoption and preference of E-Marketing tools in five-star hotels in India. This paper also explores the scope of artificial intelligence and the challenges with regards to its application. Design/methodology/approach: A qualitative approach is adopted for this research, wherein the data has been collected through conducting one on one telephonic interviews (some in questionnaire format) and a roundtable conference with the general managers and marketing communication managers of 30 New Delhi/National Capital Region (NCR) hotels respectively to understand the transition from traditional to digital marketing era and how are they using various social media marketing tools. Findings: This study aims to inform how digitalization has benefitted the industry in various aspects and its comparison to the traditional marketing methods. It also discovers the future of artificial intelligence in the Indian hospitality space. Practical implications: This study aims to help managerial decision-making in the application of various E-marketing tools and strategies, suggesting the right mix of both traditional and digital marketing platforms. Originality/value: Arguably this is one of a kind study, as there has been no such research done specifically aiming at the five-star hotels of the Indian market. The findings will help the industry explore and enhance their digital presence by suggesting the appropriate mix of both traditional and digital approaches and can be used as a good source for further exploring the perspective of digitalization by academicians as well. © 2021, Emerald Publishing Limited.",Artificial intelligence; Digital marketing; Digitalization; E-marketing tools; Social media marketing; Traditional marketing,Emerald Group Holdings Ltd.,scopus-artificial intelligence,36,Thinking AI,"['E-Marketing tools', 'digital marketing', 'artificial intelligence', 'market analysis', 'managerial decision-making', 'traditional marketing methods', 'social media marketing']","The abstract discusses the analysis of E-Marketing tools and the transition from traditional to digital marketing, which involves strategic analysis and understanding market dynamics. It emphasizes the application of artificial intelligence in enhancing marketing strategies and making informed managerial decisions, aligning closely with the definitions of Thinking AI focused on market analysis and targeting.",10%,20%,70%,0%,0%,"[2021.0, 2023.0)",Digital marketing,"O objetivo do estudo é analisar a adoção e preferência por ferramentas de E-Marketing em hotéis cinco estrelas na Índia, além de explorar o potencial da inteligência artificial e os desafios relacionados à sua aplicação. A pesquisa adotou uma abordagem qualitativa, coletando dados por meio de entrevistas telefônicas individuais e uma conferência com gerentes gerais e gerentes de comunicação de marketing de 30 hotéis em Nova Délhi/Região da Capital Nacional (NCR), para entender a transição do marketing tradicional para o digital e o uso de diversas ferramentas de marketing em mídias sociais. Os resultados informam como a digitalização beneficiou a indústria em vários aspectos e sua comparação com métodos de marketing tradicionais, além de descobrir o futuro da inteligência artificial no setor de hospitalidade indiano. O estudo visa auxiliar na tomada de decisões gerenciais sobre a aplicação de diversas ferramentas e estratégias de E-marketing, sugerindo a combinação adequada de plataformas de marketing tradicionais e digitais. Este estudo é único, pois não há pesquisas anteriores focadas especificamente nos hotéis cinco estrelas do mercado indiano, e suas conclusões ajudarão a indústria a explorar e aprimorar sua presença digital."
"Inventory competition, artificial intelligence, and quality improvement decisions in supply chains with digital marketing",Salhab H.A.; Allahham M.; Abu-Alsondos I.A.; Frangieh R.H.; Alkhwaldi A.F.; Ali B.J.A.,2023,10.5267/j.uscm.2023.8.009,"This research examines the synergistic influence of inventory competition, artificial intelligence (AI) adoption, and digital marketing intensity on quality improvement decisions within contemporary supply chains. With a focus on enhancing product and service quality, we investigate the intricate relationships among these variables. A quantitative approach involving 380 supply chain professionals reveals that heightened inventory competition, increased AI adoption, and robust digital marketing significantly contribute to quality enhancement initiatives. The study builds upon prior research by empirically validating these connections and offers practical insights for supply chain practitioners. The findings underscore the strategic imperative of organizations to strategically balance these factors to optimize their quality management strategies, fostering customer satisfaction and competitiveness. While offering valuable contributions, the study acknowledges limitations in terms of self-reported data and a specific respondent group. Future research could extend this investigation to diverse industries and geographical contexts. In the end, this study sheds light on the complex interplay that exists between inventory competition, the use of AI, digital marketing, and judgments about quality improvement. As a result, a road map has been provided for efficient quality management of supply chains in the digital age. © 2023 Growing Science Ltd. All rights reserved.",Artificial intelligence (AI) adoption; Competitiveness; Customer satisfaction; Digital marketing intensity; Inventory competition; Quality improvement decisions; Supply chain management; Synergistic influence,Growing Science,scopus-ai,33,Thinking AI,"['inventory competition', 'AI adoption', 'digital marketing', 'quality improvement', 'supply chains', 'customer satisfaction', 'competitiveness']","The abstract discusses the influence of AI adoption and digital marketing intensity on quality improvement decisions within supply chains, which aligns with the focus on market analysis and targeting found in Thinking AI. The study examines how these factors contribute to strategic decisions that enhance product and service quality, indicative of using marketing analytics to identify advantages and optimize strategies. The emphasis on enhancing competitiveness and customer satisfaction further supports this classification.",10%,15%,65%,5%,5%,"[2023.0, 2025.0)",Digital marketing,"Esta pesquisa examina a influência sinérgica da competição de inventário, adoção de inteligência artificial (IA) e intensidade de marketing digital nas decisões de melhoria da qualidade dentro das cadeias de suprimento contemporâneas. Com foco na melhoria da qualidade de produtos e serviços, investigamos as relações complexas entre essas variáveis. Uma abordagem quantitativa envolvendo 380 profissionais de cadeias de suprimento revela que a competição de inventário elevada, a adoção crescente de IA e um marketing digital robusto contribuem significativamente para iniciativas de melhoria da qualidade. O estudo baseia-se em pesquisas anteriores, validando empiricamente essas conexões e oferecendo insights práticos para profissionais da cadeia de suprimento. Os resultados ressaltam a necessidade estratégica das organizações de equilibrar esses fatores para otimizar suas estratégias de gestão da qualidade, promovendo satisfação do cliente e competitividade. Embora ofereça contribuições valiosas, o estudo reconhece limitações em relação a dados autorrelatados e a um grupo específico de respondentes. Pesquisas futuras poderiam expandir essa investigação para diversas indústrias e contextos geográficos. No final, este estudo ilumina a complexa interação entre competição de inventário, uso de IA, marketing digital e julgamentos sobre melhoria da qualidade, fornecendo um roteiro para a gestão eficiente da qualidade nas cadeias de suprimento na era digital. © 2023 Growing Science Ltd. Todos os direitos reservados."
Transition from traditional to digital marketing: a study of evolution of E-marketing in the Indian hotel industry,"Kapoor, R; Kapoor, K",2021,10.1108/WHATT-10-2020-0124,"Purpose The study aims at analyzing the adoption and preference of E-Marketing tools in five-star hotels in India. This paper also explores the scope of artificial intelligence and the challenges with regards to its application. Design/methodology/approach A qualitative approach is adopted for this research, wherein the data has been collected through conducting one on one telephonic interviews (some in questionnaire format) and a roundtable conference with the general managers and marketing communication managers of 30 New Delhi/National Capital Region (NCR) hotels respectively to understand the transition from traditional to digital marketing era and how are they using various social media marketing tools. Findings This study aims to inform how digitalization has benefitted the industry in various aspects and its comparison to the traditional marketing methods. It also discovers the future of artificial intelligence in the Indian hospitality space. Practical implications This study aims to help managerial decision-making in the application of various E-marketing tools and strategies, suggesting the right mix of both traditional and digital marketing platforms. Originality/value Arguably this is one of a kind study, as there has been no such research done specifically aiming at the five-star hotels of the Indian market. The findings will help the industry explore and enhance their digital presence by suggesting the appropriate mix of both traditional and digital approaches and can be used as a good source for further exploring the perspective of digitalization by academicians as well.",Digitalization; Artificial intelligence; Social media marketing; Digital marketing; Traditional marketing; E-marketing tools,EMERALD GROUP PUBLISHING LTD,wos-artificial intelligence,20,Thinking AI,"['digital marketing', 'E-Marketing tools', 'customer preferences', 'market analysis', 'artificial intelligence', 'social media marketing']","The abstract discusses the analysis of E-Marketing tools in five-star hotels, focusing on the transition from traditional to digital marketing. It emphasizes understanding customer preferences and the future of AI in marketing strategies, which aligns well with market analysis and targeting aspects of Thinking AI. The study aims to inform managerial decision-making, which further supports its classification under Thinking AI.",10%,15%,75%,0%,0%,"[2021.0, 2023.0)",Digital marketing,"O objetivo do estudo é analisar a adoção e preferência por ferramentas de E-Marketing em hotéis cinco estrelas na Índia, além de explorar o potencial da inteligência artificial e os desafios relacionados à sua aplicação. A pesquisa adotou uma abordagem qualitativa, coletando dados por meio de entrevistas telefônicas individuais e uma conferência com gerentes gerais e gerentes de comunicação de marketing de 30 hotéis na região de Nova Délhi. Os resultados mostram como a digitalização beneficiou a indústria em vários aspectos e sua comparação com métodos de marketing tradicionais, além de investigar o futuro da inteligência artificial no setor de hospitalidade indiano. O estudo visa auxiliar na tomada de decisões gerenciais sobre a aplicação de diversas ferramentas e estratégias de E-Marketing, sugerindo a combinação adequada de plataformas de marketing tradicionais e digitais. Este estudo é único, pois não há pesquisas anteriores focadas especificamente nos hotéis cinco estrelas do mercado indiano, e suas descobertas podem ajudar a indústria a explorar e melhorar sua presença digital."
Do conversational platforms represent the next big digital marketing opportunity?,Copulsky J.,2019,10.69554/hiur2549,"This paper examines the evolution of conversational platforms. Over the next three to five years, the technology will likely evolve rapidly, allowing conversational platforms to move beyond established customer service use cases to applications that facilitate more informed customer decision-making and create more immersive brand engagement experiences. Marketers will need to sort through the legal, regulatory and brand trust issues associated with the Big Data generated by conversational platforms, as well as integrate conversational platforms into their user experience roadmap, data strategies and marketing technology stack. © Henry Stewart Publications.",Brand engagement; Brand trust; Chatbots; Conversational platforms; Customer experience; Digital marketing; Recommender systems; Virtual assistants,Henry Stewart Publications,scopus-big data,13,Thinking AI,"['conversational platforms', 'customer decision-making', 'brand engagement', 'Big Data', 'user experience roadmap', 'data strategies']","The abstract discusses the evolution of conversational platforms and their potential to enhance customer decision-making and brand engagement, which aligns with the strategic analysis focus of Thinking AI. The mention of sorting through legal and regulatory issues associated with Big Data indicates a need for market analysis and understanding competitive advantages. Additionally, it suggests the integration of these platforms into marketing strategies, which is a characteristic of Thinking AI applications.",0%,0%,100%,0%,0%,"[2019.0, 2021.0)",Digital marketing,"Este artigo examina a evolução das plataformas de conversação. Nos próximos três a cinco anos, a tecnologia deve evoluir rapidamente, permitindo que as plataformas de conversação vão além dos casos de uso estabelecidos em atendimento ao cliente, para aplicações que facilitem uma tomada de decisão mais informada por parte dos clientes e criem experiências de engajamento de marca mais imersivas. Os profissionais de marketing precisarão lidar com questões legais, regulatórias e de confiança da marca associadas ao Big Data gerado pelas plataformas de conversação, além de integrar essas plataformas em seu roteiro de experiência do usuário, estratégias de dados e pilha de tecnologia de marketing. © Henry Stewart Publications."
